#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CSRP1	SYNPO2	9606.ENSP00000356275	9606.ENSP00000306015	0	0	0	0	0.062	0.149	0	0.314	0.404
CSRP1	DPYSL3	9606.ENSP00000356275	9606.ENSP00000343690	0	0	0	0	0	0.062	0	0.415	0.428
CSRP1	MYLK	9606.ENSP00000356275	9606.ENSP00000353452	0	0	0	0	0.187	0.109	0	0.320	0.464
CSRP1	TPM2	9606.ENSP00000356275	9606.ENSP00000367542	0	0	0	0	0.237	0.183	0	0.296	0.523
CSRP1	LDB3	9606.ENSP00000356275	9606.ENSP00000401437	0	0	0	0	0.187	0.149	0	0.382	0.535
CSRP1	TGFB1I1	9606.ENSP00000356275	9606.ENSP00000378332	0	0	0	0	0.195	0.149	0	0.395	0.549
CSRP1	MYH11	9606.ENSP00000356275	9606.ENSP00000379616	0	0	0	0	0.183	0.076	0	0.544	0.626
CSRP1	FLNA	9606.ENSP00000356275	9606.ENSP00000358866	0	0	0	0	0.567	0.057	0	0.272	0.677
CSRP1	TAGLN	9606.ENSP00000356275	9606.ENSP00000432282	0	0	0	0	0.236	0.167	0	0.547	0.687
CTF1	PDGFRB	9606.ENSP00000279804	9606.ENSP00000261799	0	0	0	0	0.062	0	0.600	0.081	0.625
CTF1	LGALS4	9606.ENSP00000279804	9606.ENSP00000302100	0	0	0	0	0	0	0	0.427	0.427
CTF1	NFIC	9606.ENSP00000279804	9606.ENSP00000396843	0	0	0	0	0	0	0	0.460	0.459
CTGF	DCN	9606.ENSP00000356954	9606.ENSP00000052754	0	0	0	0	0.157	0	0	0.825	0.847
CTGF	FSTL3	9606.ENSP00000356954	9606.ENSP00000166139	0	0	0	0	0.106	0	0	0.425	0.465
CTGF	TGFBR3	9606.ENSP00000356954	9606.ENSP00000212355	0	0	0	0	0.062	0	0.900	0.392	0.938
CTGF	MMP2	9606.ENSP00000356954	9606.ENSP00000219070	0	0	0	0	0.261	0	0	0.677	0.752
CTGF	SFRP1	9606.ENSP00000356954	9606.ENSP00000220772	0	0	0	0	0.193	0	0	0.306	0.416
CTGF	TGFB1	9606.ENSP00000356954	9606.ENSP00000221930	0	0	0	0	0.062	0.213	0.900	0.855	0.987
CTGF	SERPINE1	9606.ENSP00000356954	9606.ENSP00000223095	0	0	0	0	0.228	0	0	0.740	0.790
CTGF	IGFBP5	9606.ENSP00000356954	9606.ENSP00000233813	0	0	0	0	0.196	0	0	0.423	0.516
CTGF	TGFB3	9606.ENSP00000356954	9606.ENSP00000238682	0	0	0	0	0.065	0.213	0.900	0.703	0.975
CTGF	VWF	9606.ENSP00000356954	9606.ENSP00000261405	0	0	0	0	0.062	0	0	0.524	0.535
CTGF	PDGFRB	9606.ENSP00000356954	9606.ENSP00000261799	0	0	0	0	0.159	0.061	0	0.408	0.492
CTGF	LOXL1	9606.ENSP00000356954	9606.ENSP00000261921	0	0	0	0	0.193	0	0	0.294	0.406
CTGF	LTBP2	9606.ENSP00000356954	9606.ENSP00000261978	0	0	0	0	0.149	0.079	0	0.299	0.402
CTGF	TIMP2	9606.ENSP00000356954	9606.ENSP00000262768	0	0	0	0	0.133	0	0	0.565	0.607
CTGF	TIMP3	9606.ENSP00000356954	9606.ENSP00000266085	0	0	0	0	0.232	0	0	0.472	0.577
CTGF	FGF7	9606.ENSP00000356954	9606.ENSP00000267843	0	0	0	0	0.062	0	0	0.491	0.502
CTGF	MYL9	9606.ENSP00000356954	9606.ENSP00000279022	0	0	0	0	0.285	0	0	0.296	0.475
CTGF	PPARG	9606.ENSP00000356954	9606.ENSP00000287820	0	0	0	0	0	0	0	0.557	0.557
CTGF	ITGA5	9606.ENSP00000356954	9606.ENSP00000293379	0	0	0	0	0.096	0.284	0	0.426	0.596
CTGF	FBN1	9606.ENSP00000356954	9606.ENSP00000325527	0	0	0	0	0.183	0.079	0	0.536	0.621
CTGF	FBLN1	9606.ENSP00000356954	9606.ENSP00000331544	0	0	0	0	0.147	0.502	0	0.338	0.695
CTGF	FN1	9606.ENSP00000356954	9606.ENSP00000346839	0	0	0	0	0.309	0.312	0	0.986	0.993
CTGF	ELN	9606.ENSP00000356954	9606.ENSP00000351807	0	0	0	0	0.085	0	0	0.610	0.628
CTGF	ZEB1	9606.ENSP00000356954	9606.ENSP00000354487	0	0	0	0	0	0	0	0.451	0.451
CTGF	THBS2	9606.ENSP00000356954	9606.ENSP00000355751	0	0	0	0	0.193	0	0	0.457	0.543
CTGF	ID1	9606.ENSP00000356954	9606.ENSP00000365280	0	0	0	0	0.139	0	0	0.342	0.409
CTGF	MYOCD	9606.ENSP00000356954	9606.ENSP00000401678	0	0	0	0	0.077	0	0	0.413	0.435
CTGF	VIM	9606.ENSP00000356954	9606.ENSP00000446007	0	0	0	0	0.096	0	0	0.406	0.440
CTGF	FBLN2	9606.ENSP00000356954	9606.ENSP00000384169	0	0	0	0	0.132	0.244	0	0.245	0.462
CTGF	LTBP1	9606.ENSP00000356954	9606.ENSP00000386043	0	0	0	0	0.162	0.079	0	0.365	0.467
CTGF	CXCR4	9606.ENSP00000356954	9606.ENSP00000386884	0	0	0	0	0.062	0	0	0.459	0.470
CTGF	GREM1	9606.ENSP00000356954	9606.ENSP00000478319	0	0	0	0	0.062	0	0	0.459	0.470
CTGF	EFEMP1	9606.ENSP00000356954	9606.ENSP00000378058	0	0	0	0	0.335	0.079	0	0.272	0.516
CTGF	CXCL12	9606.ENSP00000356954	9606.ENSP00000379140	0	0	0	0	0.135	0	0	0.507	0.555
CTGF	TAGLN	9606.ENSP00000356954	9606.ENSP00000432282	0	0	0	0	0.245	0	0	0.467	0.580
CTGF	SPP1	9606.ENSP00000356954	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.610	0.624
CTGF	HSPG2	9606.ENSP00000356954	9606.ENSP00000363827	0	0	0	0	0.189	0.472	0	0.380	0.711
CTGF	ITGB2	9606.ENSP00000356954	9606.ENSP00000380948	0	0	0	0	0	0	0.900	0.268	0.923
CTGF	ITGAM	9606.ENSP00000356954	9606.ENSP00000441691	0	0	0	0	0	0.056	0.900	0.501	0.948
CTGF	WWTR1	9606.ENSP00000356954	9606.ENSP00000419465	0	0	0	0	0.211	0	0.900	0.692	0.973
CTHRC1	SULF1	9606.ENSP00000330523	9606.ENSP00000260128	0	0	0	0	0.153	0	0	0.416	0.484
CTHRC1	FBN1	9606.ENSP00000330523	9606.ENSP00000325527	0	0	0	0	0.152	0	0	0.332	0.410
CTHRC1	THBS2	9606.ENSP00000330523	9606.ENSP00000355751	0	0	0	0	0.165	0	0	0.323	0.410
CTHRC1	FN1	9606.ENSP00000330523	9606.ENSP00000346839	0	0	0	0	0.175	0	0	0.315	0.411
CTHRC1	LGI2	9606.ENSP00000330523	9606.ENSP00000371548	0	0	0	0	0	0	0	0.487	0.487
CTHRC1	ROR2	9606.ENSP00000330523	9606.ENSP00000364860	0	0	0	0	0.062	0	0.900	0.235	0.922
CTSE	TFF1	9606.ENSP00000350911	9606.ENSP00000291527	0	0	0	0	0.065	0	0	0.413	0.428
CTSE	CTSF	9606.ENSP00000350911	9606.ENSP00000310832	0	0	0	0	0.066	0.180	0	0.304	0.421
CTSE	FAM20C	9606.ENSP00000350911	9606.ENSP00000322323	0	0	0	0	0.063	0	0	0.437	0.450
CTSE	VSIG1	9606.ENSP00000350911	9606.ENSP00000402219	0	0	0	0	0	0	0	0.517	0.517
CXCL12	DCN	9606.ENSP00000379140	9606.ENSP00000052754	0	0	0	0	0.556	0	0	0.335	0.692
CXCL12	MMP2	9606.ENSP00000379140	9606.ENSP00000219070	0	0	0	0	0.213	0.213	0	0.650	0.764
CXCL12	SFRP1	9606.ENSP00000379140	9606.ENSP00000220772	0	0	0	0	0.136	0	0	0.474	0.526
CXCL12	TGFB1	9606.ENSP00000379140	9606.ENSP00000221930	0	0	0	0	0	0	0	0.487	0.487
CXCL12	SERPINE1	9606.ENSP00000379140	9606.ENSP00000223095	0	0	0	0	0	0	0	0.465	0.465
CXCL12	TGFB3	9606.ENSP00000379140	9606.ENSP00000238682	0	0	0	0	0.088	0	0	0.458	0.484
CXCL12	PRRX1	9606.ENSP00000379140	9606.ENSP00000239461	0	0	0	0	0.172	0	0	0.307	0.401
CXCL12	VWF	9606.ENSP00000379140	9606.ENSP00000261405	0	0	0	0	0.136	0	0	0.546	0.590
CXCL12	PDGFRB	9606.ENSP00000379140	9606.ENSP00000261799	0	0	0	0	0.211	0	0	0.585	0.659
CXCL12	GNAO1	9606.ENSP00000379140	9606.ENSP00000262494	0	0	0	0	0	0	0.900	0.160	0.912
CXCL12	TIMP2	9606.ENSP00000379140	9606.ENSP00000262768	0	0	0	0	0.069	0	0	0.425	0.441
CXCL12	SELP	9606.ENSP00000379140	9606.ENSP00000263686	0	0	0	0	0	0	0	0.654	0.654
CXCL12	TIMP3	9606.ENSP00000379140	9606.ENSP00000266085	0	0	0	0	0.152	0	0	0.370	0.442
CXCL12	FGF7	9606.ENSP00000379140	9606.ENSP00000267843	0	0	0	0	0.076	0	0	0.504	0.522
CXCL12	SFRP2	9606.ENSP00000379140	9606.ENSP00000274063	0	0	0	0	0.140	0	0	0.370	0.435
CXCL12	PPARG	9606.ENSP00000379140	9606.ENSP00000287820	0	0	0	0	0	0	0	0.416	0.416
CXCL12	ITGA5	9606.ENSP00000379140	9606.ENSP00000293379	0	0	0	0	0	0	0	0.404	0.404
CXCL12	CXCL3	9606.ENSP00000379140	9606.ENSP00000296026	0	0	0	0	0	0	0	0.558	0.558
CXCL12	PPBP	9606.ENSP00000379140	9606.ENSP00000296028	0	0	0	0	0	0.237	0	0.601	0.682
CXCL12	SLIT3	9606.ENSP00000379140	9606.ENSP00000332164	0	0	0	0	0.098	0	0	0.459	0.491
CXCL12	CXCL14	9606.ENSP00000379140	9606.ENSP00000337065	0	0	0	0	0.098	0.237	0	0.807	0.856
CXCL12	FN1	9606.ENSP00000379140	9606.ENSP00000346839	0	0	0	0	0.121	0.270	0	0.940	0.958
CXCL12	ELN	9606.ENSP00000379140	9606.ENSP00000351807	0	0	0	0	0.088	0	0	0.455	0.481
CXCL12	ZEB1	9606.ENSP00000379140	9606.ENSP00000354487	0	0	0	0	0.049	0	0	0.402	0.406
CXCL12	THBS2	9606.ENSP00000379140	9606.ENSP00000355751	0	0	0	0	0.161	0	0	0.335	0.418
CXCL12	PRKACB	9606.ENSP00000379140	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0.052	0.901
CXCL12	IL33	9606.ENSP00000379140	9606.ENSP00000370842	0	0	0	0	0.076	0	0	0.423	0.444
CXCL12	SPP1	9606.ENSP00000379140	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.652	0.660
CXCL12	ITGB2	9606.ENSP00000379140	9606.ENSP00000380948	0	0	0	0	0	0	0	0.413	0.412
CXCL12	ITGAM	9606.ENSP00000379140	9606.ENSP00000441691	0	0	0	0	0	0	0	0.654	0.654
CXCL12	SLIT2	9606.ENSP00000379140	9606.ENSP00000422591	0	0	0	0	0.120	0	0.600	0.396	0.768
CXCL12	CXCR4	9606.ENSP00000379140	9606.ENSP00000386884	0	0	0	0	0	0.848	0.900	0.990	0.999
CXCL14	CXCL3	9606.ENSP00000337065	9606.ENSP00000296026	0	0	0	0	0	0	0	0.560	0.560
CXCL14	PPBP	9606.ENSP00000337065	9606.ENSP00000296028	0	0	0	0	0	0.270	0	0.466	0.594
CXCL14	CXCR4	9606.ENSP00000337065	9606.ENSP00000386884	0	0	0	0	0	0.270	0.600	0.980	0.993
CXCL3	ITGAM	9606.ENSP00000296026	9606.ENSP00000441691	0	0	0	0	0.062	0	0	0.408	0.421
CXCL3	CXCR4	9606.ENSP00000296026	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.456	0.773
CXCR4	NGFR	9606.ENSP00000386884	9606.ENSP00000172229	0	0	0	0	0	0	0	0.401	0.401
CXCR4	MMP2	9606.ENSP00000386884	9606.ENSP00000219070	0	0	0	0	0.062	0.057	0	0.624	0.638
CXCR4	TGFB1	9606.ENSP00000386884	9606.ENSP00000221930	0	0	0	0	0.073	0	0	0.496	0.514
CXCR4	KLF2	9606.ENSP00000386884	9606.ENSP00000248071	0	0	0	0	0.071	0.056	0	0.383	0.412
CXCR4	VWF	9606.ENSP00000386884	9606.ENSP00000261405	0	0	0	0	0.062	0	0	0.533	0.544
CXCR4	PDGFRB	9606.ENSP00000386884	9606.ENSP00000261799	0	0	0	0	0	0	0	0.512	0.512
CXCR4	KCNH2	9606.ENSP00000386884	9606.ENSP00000262186	0	0	0	0	0	0	0	0.640	0.640
CXCR4	GNAO1	9606.ENSP00000386884	9606.ENSP00000262494	0	0	0	0	0	0.151	0.900	0.197	0.925
CXCR4	SELP	9606.ENSP00000386884	9606.ENSP00000263686	0	0	0	0	0.076	0	0	0.561	0.577
CXCR4	PPARG	9606.ENSP00000386884	9606.ENSP00000287820	0	0	0	0	0.062	0.056	0	0.391	0.413
CXCR4	TFF2	9606.ENSP00000386884	9606.ENSP00000291526	0	0	0	0	0	0	0	0.874	0.874
CXCR4	DBN1	9606.ENSP00000386884	9606.ENSP00000292385	0	0	0	0	0	0.486	0	0.939	0.967
CXCR4	ITGA5	9606.ENSP00000386884	9606.ENSP00000293379	0	0	0	0	0	0	0	0.454	0.454
CXCR4	PPBP	9606.ENSP00000386884	9606.ENSP00000296028	0	0	0	0	0.069	0	0.600	0.459	0.780
CXCR4	SLIT3	9606.ENSP00000386884	9606.ENSP00000332164	0	0	0	0	0.062	0	0	0.390	0.403
CXCR4	FN1	9606.ENSP00000386884	9606.ENSP00000346839	0	0	0	0	0	0	0	0.759	0.760
CXCR4	ZEB1	9606.ENSP00000386884	9606.ENSP00000354487	0	0	0	0	0	0	0	0.422	0.422
CXCR4	S1PR3	9606.ENSP00000386884	9606.ENSP00000365006	0	0	0	0	0.062	0	0.900	0.471	0.946
CXCR4	GNG4	9606.ENSP00000386884	9606.ENSP00000375727	0	0	0	0	0	0	0.600	0.150	0.645
CXCR4	TSPAN8	9606.ENSP00000386884	9606.ENSP00000377003	0	0	0	0	0.062	0.058	0	0.442	0.464
CXCR4	SPP1	9606.ENSP00000386884	9606.ENSP00000378517	0	0	0	0	0	0	0	0.715	0.715
CXCR4	ITGB2	9606.ENSP00000386884	9606.ENSP00000380948	0	0	0	0	0.162	0	0	0.482	0.547
CXCR4	TFF3	9606.ENSP00000386884	9606.ENSP00000430690	0	0	0	0	0	0	0	0.563	0.563
CXCR4	ITGAM	9606.ENSP00000386884	9606.ENSP00000441691	0	0	0	0	0.127	0	0	0.676	0.705
CXCR4	SLIT2	9606.ENSP00000386884	9606.ENSP00000422591	0	0	0	0	0.063	0	0.600	0.342	0.732
CYBRD1	SLC40A1	9606.ENSP00000319141	9606.ENSP00000261024	0	0	0	0	0.077	0	0	0.842	0.848
CYBRD1	ITLN1	9606.ENSP00000319141	9606.ENSP00000323587	0	0	0	0	0	0	0	0.428	0.428
CYP1B1	MYOC	9606.ENSP00000478561	9606.ENSP00000037502	0	0	0	0	0	0	0	0.821	0.822
CYP1B1	CYP3A5	9606.ENSP00000478561	9606.ENSP00000222982	0	0	0.402	0.601	0.085	0.104	0	0.700	0.472
CYP1B1	SULT1E1	9606.ENSP00000478561	9606.ENSP00000226444	0	0	0	0	0.063	0	0	0.466	0.479
CYP1B1	UGT2A3	9606.ENSP00000478561	9606.ENSP00000251566	0	0	0	0	0.066	0.058	0.650	0.449	0.807
CYP1B1	LTBP2	9606.ENSP00000478561	9606.ENSP00000261978	0	0	0	0	0.098	0.057	0	0.613	0.642
CYP1B1	NAT2	9606.ENSP00000478561	9606.ENSP00000286479	0	0	0	0	0.063	0	0	0.462	0.474
CYP1B1	LTBP3	9606.ENSP00000478561	9606.ENSP00000301873	0	0	0	0	0	0.057	0	0.493	0.501
CYP1B1	SIX2	9606.ENSP00000478561	9606.ENSP00000304502	0	0	0	0	0	0	0	0.439	0.439
CYP1B1	UGT2B7	9606.ENSP00000478561	9606.ENSP00000304811	0	0	0	0	0.066	0.058	0.650	0.433	0.802
CYP1B1	UGT2B17	9606.ENSP00000478561	9606.ENSP00000320401	0	0	0	0	0.066	0.058	0.650	0.221	0.728
CYP1B1	CYP2B6	9606.ENSP00000478561	9606.ENSP00000324648	0	0	0.405	0.811	0.065	0	0.900	0.687	0.921
CYP1B1	GSTA1	9606.ENSP00000478561	9606.ENSP00000335620	0	0	0	0	0	0.057	0.650	0.590	0.852
CYP1B1	NR1I2	9606.ENSP00000478561	9606.ENSP00000336528	0	0	0	0	0.062	0.073	0	0.540	0.565
CYP1B1	UGT2B15	9606.ENSP00000478561	9606.ENSP00000341045	0	0	0	0	0.066	0.058	0.650	0.334	0.767
CYP1B1	UGT1A10	9606.ENSP00000478561	9606.ENSP00000343838	0	0	0	0	0.066	0.058	0.650	0.364	0.778
CYP1B1	MGST1	9606.ENSP00000478561	9606.ENSP00000379512	0	0	0	0	0.062	0	0.650	0.253	0.733
CYP2B6	CYP4F2	9606.ENSP00000324648	9606.ENSP00000221700	0	0	0.443	0.597	0.079	0.164	0.900	0.545	0.945
CYP2B6	CYP3A5	9606.ENSP00000324648	9606.ENSP00000222982	0	0	0.444	0.646	0.128	0.142	0.900	0.877	0.952
CYP2B6	SULT1E1	9606.ENSP00000324648	9606.ENSP00000226444	0	0	0	0	0.062	0	0	0.398	0.411
CYP2B6	UGT2A3	9606.ENSP00000324648	9606.ENSP00000251566	0	0	0	0	0.065	0.058	0.650	0.490	0.822
CYP2B6	NAT2	9606.ENSP00000324648	9606.ENSP00000286479	0	0	0	0	0.082	0	0	0.437	0.461
CYP2B6	UGT2B7	9606.ENSP00000324648	9606.ENSP00000304811	0	0	0	0	0.065	0.058	0.650	0.743	0.910
CYP2B6	UGT2B17	9606.ENSP00000324648	9606.ENSP00000320401	0	0	0	0	0.065	0.058	0.650	0.346	0.771
CYP2B6	HMGCS2	9606.ENSP00000324648	9606.ENSP00000358414	0.050	0	0	0	0.099	0.060	0	0.356	0.412
CYP2B6	GPT	9606.ENSP00000324648	9606.ENSP00000378408	0	0	0	0	0.063	0	0	0.473	0.485
CYP2B6	PLA2G4F	9606.ENSP00000324648	9606.ENSP00000380442	0	0	0	0	0	0	0.650	0.048	0.652
CYP2B6	PLA2G12B	9606.ENSP00000324648	9606.ENSP00000362123	0	0	0	0	0.165	0	0.650	0.043	0.696
CYP2B6	MGST1	9606.ENSP00000324648	9606.ENSP00000379512	0	0	0	0	0.051	0	0.650	0.159	0.696
CYP2B6	UGT1A10	9606.ENSP00000324648	9606.ENSP00000343838	0	0	0	0	0.108	0.058	0.650	0.401	0.800
CYP2B6	GSTA1	9606.ENSP00000324648	9606.ENSP00000335620	0	0	0	0	0	0.057	0.650	0.469	0.809
CYP2B6	UGT2B15	9606.ENSP00000324648	9606.ENSP00000341045	0	0	0	0	0.092	0.058	0.650	0.509	0.833
CYP2B6	NR1I2	9606.ENSP00000324648	9606.ENSP00000336528	0	0	0	0	0.077	0.073	0	0.835	0.847
CYP2B6	CYP2J2	9606.ENSP00000324648	9606.ENSP00000360247	0	0	0.436	0.908	0.051	0.181	0.900	0.683	0.923
CYP2C18	CYP4F2	9606.ENSP00000285979	9606.ENSP00000221700	0	0	0.445	0.581	0.158	0.212	0	0.626	0.576
CYP2C18	CYP3A5	9606.ENSP00000285979	9606.ENSP00000222982	0	0	0.443	0.626	0.117	0.142	0.650	0.709	0.820
CYP2C18	UGT2A3	9606.ENSP00000285979	9606.ENSP00000251566	0	0	0	0	0.157	0.058	0.650	0.258	0.766
CYP2C18	MGST1	9606.ENSP00000285979	9606.ENSP00000379512	0	0	0	0	0	0	0.650	0.048	0.652
CYP2C18	NR1I2	9606.ENSP00000285979	9606.ENSP00000336528	0	0	0	0	0.140	0.073	0	0.627	0.677
CYP2C18	UGT2B15	9606.ENSP00000285979	9606.ENSP00000341045	0	0	0	0	0.100	0.058	0.650	0.294	0.762
CYP2C18	UGT1A10	9606.ENSP00000285979	9606.ENSP00000343838	0	0	0	0	0.190	0.058	0.650	0.217	0.763
CYP2C18	GSTA1	9606.ENSP00000285979	9606.ENSP00000335620	0	0	0	0	0.175	0.057	0.650	0.234	0.764
CYP2C18	UGT2B17	9606.ENSP00000285979	9606.ENSP00000320401	0	0	0	0	0.160	0.058	0.650	0.334	0.791
CYP2C18	UGT2B7	9606.ENSP00000285979	9606.ENSP00000304811	0	0	0	0	0.145	0.058	0.650	0.428	0.817
CYP2J2	PSD	9606.ENSP00000360247	9606.ENSP00000020673	0	0	0	0	0	0	0	0.474	0.474
CYP2J2	CYP4F2	9606.ENSP00000360247	9606.ENSP00000221700	0	0	0.443	0.606	0.083	0.251	0.900	0.714	0.954
CYP2J2	CYP3A5	9606.ENSP00000360247	9606.ENSP00000222982	0	0	0.438	0.639	0.063	0.110	0	0.667	0.434
CYP2J2	PTGIS	9606.ENSP00000360247	9606.ENSP00000244043	0	0	0	0	0	0	0	0.499	0.500
CYP2J2	UGT2B7	9606.ENSP00000360247	9606.ENSP00000304811	0	0	0	0	0.063	0.058	0	0.379	0.404
CYP2J2	NR1I2	9606.ENSP00000360247	9606.ENSP00000336528	0	0	0	0	0.072	0.073	0	0.378	0.418
CYP2J2	GPX2	9606.ENSP00000360247	9606.ENSP00000374265	0	0	0	0	0	0	0.650	0.059	0.656
CYP2J2	PLA2G4F	9606.ENSP00000360247	9606.ENSP00000380442	0	0	0	0	0	0	0.650	0.086	0.666
CYP2J2	GPX3	9606.ENSP00000360247	9606.ENSP00000373477	0	0	0	0	0.055	0	0.650	0.123	0.684
CYP2J2	PLA2G12B	9606.ENSP00000360247	9606.ENSP00000362123	0	0	0	0	0.089	0	0.650	0.157	0.707
CYP3A5	CYP4F2	9606.ENSP00000222982	9606.ENSP00000221700	0	0	0.447	0.673	0.065	0.152	0	0.639	0.433
CYP3A5	GPT	9606.ENSP00000222982	9606.ENSP00000378408	0	0	0	0	0.063	0	0	0.397	0.410
CYP3A5	KCNMB1	9606.ENSP00000222982	9606.ENSP00000274629	0	0	0	0	0.088	0	0	0.397	0.426
CYP3A5	SULT1B1	9606.ENSP00000222982	9606.ENSP00000308770	0	0	0	0	0.352	0	0	0.212	0.468
CYP3A5	NAT2	9606.ENSP00000222982	9606.ENSP00000286479	0	0	0	0	0.084	0	0	0.466	0.490
CYP3A5	PTGIS	9606.ENSP00000222982	9606.ENSP00000244043	0	0	0	0	0.051	0	0	0.515	0.520
CYP3A5	MGST1	9606.ENSP00000222982	9606.ENSP00000379512	0	0	0	0	0.054	0	0.650	0.050	0.657
CYP3A5	NR1I2	9606.ENSP00000222982	9606.ENSP00000336528	0	0	0	0	0.062	0.073	0	0.741	0.755
CYP3A5	UGT2A3	9606.ENSP00000222982	9606.ENSP00000251566	0	0	0	0	0.090	0.080	0.650	0.272	0.758
CYP3A5	GSTA1	9606.ENSP00000222982	9606.ENSP00000335620	0	0	0	0	0.083	0.056	0.650	0.380	0.787
CYP3A5	UGT1A10	9606.ENSP00000222982	9606.ENSP00000343838	0	0	0	0	0.165	0.080	0.650	0.418	0.822
CYP3A5	UGT2B17	9606.ENSP00000222982	9606.ENSP00000320401	0	0	0	0	0.090	0.080	0.650	0.480	0.827
CYP3A5	UGT2B15	9606.ENSP00000222982	9606.ENSP00000341045	0	0	0	0	0.135	0.080	0.650	0.621	0.880
CYP3A5	UGT2B7	9606.ENSP00000222982	9606.ENSP00000304811	0	0	0	0	0.090	0.080	0.650	0.724	0.908
CYP3A5	SULT1E1	9606.ENSP00000222982	9606.ENSP00000226444	0	0	0	0	0.087	0	0.900	0.333	0.933
CYP4F2	NR1I2	9606.ENSP00000221700	9606.ENSP00000336528	0	0	0	0	0.160	0.073	0	0.310	0.416
CYP4F2	TTPA	9606.ENSP00000221700	9606.ENSP00000260116	0	0	0	0	0.063	0.059	0	0.642	0.657
CYP4F2	PLA2G4F	9606.ENSP00000221700	9606.ENSP00000380442	0	0	0	0	0.061	0	0.650	0.173	0.704
CYP4F2	PLA2G12B	9606.ENSP00000221700	9606.ENSP00000362123	0	0	0	0	0.262	0	0.650	0.053	0.734
DAAM2	IQGAP2	9606.ENSP00000381876	9606.ENSP00000274364	0	0	0	0	0.089	0.255	0	0.264	0.456
DAAM2	PLS1	9606.ENSP00000381876	9606.ENSP00000336831	0	0	0	0	0.062	0.240	0	0.258	0.424
DAAM2	MYH10	9606.ENSP00000381876	9606.ENSP00000353590	0	0	0	0	0.143	0.332	0	0.261	0.540
DAAM2	FNBP1	9606.ENSP00000381876	9606.ENSP00000413625	0	0	0	0	0.062	0.085	0	0.382	0.423
DACH1	SIX2	9606.ENSP00000482245	9606.ENSP00000304502	0	0	0	0	0	0.119	0	0.734	0.755
DACH1	GPSM1	9606.ENSP00000482245	9606.ENSP00000392828	0	0	0	0	0	0.644	0	0	0.644
DBN1	TAGLN	9606.ENSP00000292385	9606.ENSP00000432282	0	0	0	0	0	0.244	0	0.249	0.408
DBN1	DPYSL3	9606.ENSP00000292385	9606.ENSP00000343690	0	0	0	0	0.111	0	0	0.402	0.447
DBN1	EFEMP1	9606.ENSP00000292385	9606.ENSP00000378058	0	0	0	0	0.069	0	0	0.434	0.451
DBN1	PDLIM7	9606.ENSP00000292385	9606.ENSP00000348099	0	0.317	0	0	0.119	0	0	0.195	0.474
DBN1	FSCN1	9606.ENSP00000292385	9606.ENSP00000371798	0	0	0	0	0.135	0.131	0	0.413	0.521
DBN1	PLS1	9606.ENSP00000292385	9606.ENSP00000336831	0	0	0	0	0.085	0.368	0	0.285	0.550
DBN1	FLNA	9606.ENSP00000292385	9606.ENSP00000358866	0	0	0	0	0.064	0.561	0	0.352	0.711
DBN1	NEXN	9606.ENSP00000292385	9606.ENSP00000333938	0	0	0	0	0	0.128	0	0.753	0.776
DCN	MYOC	9606.ENSP00000052754	9606.ENSP00000037502	0	0	0	0	0.141	0.057	0	0.366	0.442
DCN	SERPINF1	9606.ENSP00000052754	9606.ENSP00000254722	0	0	0	0	0.192	0	0	0.287	0.400
DCN	SULF1	9606.ENSP00000052754	9606.ENSP00000260128	0	0	0	0	0.217	0	0	0.266	0.401
DCN	EFEMP1	9606.ENSP00000052754	9606.ENSP00000378058	0	0	0	0	0.230	0.064	0	0.243	0.407
DCN	SERPINE1	9606.ENSP00000052754	9606.ENSP00000223095	0	0	0	0	0.070	0	0	0.391	0.409
DCN	PCOLCE	9606.ENSP00000052754	9606.ENSP00000223061	0	0	0	0	0.192	0	0	0.304	0.414
DCN	PDGFRL	9606.ENSP00000052754	9606.ENSP00000444211	0	0	0	0	0.159	0.324	0	0.075	0.429
DCN	MFAP5	9606.ENSP00000052754	9606.ENSP00000352455	0	0	0	0	0.181	0	0	0.335	0.433
DCN	FGF7	9606.ENSP00000052754	9606.ENSP00000267843	0	0	0	0	0.140	0	0	0.371	0.437
DCN	LTBP1	9606.ENSP00000052754	9606.ENSP00000386043	0	0	0	0	0.086	0.064	0	0.400	0.442
DCN	FBLN2	9606.ENSP00000052754	9606.ENSP00000384169	0	0	0	0	0.199	0.064	0	0.330	0.454
DCN	SPARCL1	9606.ENSP00000052754	9606.ENSP00000414856	0	0	0	0	0.169	0	0	0.378	0.461
DCN	OGN	9606.ENSP00000052754	9606.ENSP00000262551	0	0	0	0.639	0.287	0	0	0.769	0.482
DCN	THBS4	9606.ENSP00000052754	9606.ENSP00000339730	0	0	0	0	0.062	0.056	0	0.472	0.491
DCN	PDGFRB	9606.ENSP00000052754	9606.ENSP00000261799	0	0	0	0	0.335	0.103	0	0.247	0.512
DCN	TGFBR3	9606.ENSP00000052754	9606.ENSP00000212355	0	0	0	0	0.087	0	0	0.489	0.514
